Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Orc2	0.94620652	2.42971383	3.171428571			0	
Pold2	1.55220265	159.8177596	3.171428571			0	
Lrrc57	0.07680293	0.2971062	3.168831169			0	
Smpd4	0.90807601	4.92575645	3.168831169			0	
Net1	0.5016685	4.47732824	3.167420814			0	
Wdsub1	0.27204267	59.98158235	3.160714286			0	
Fpgs	0.39311849	1.42189384	3.159663866			0	
Mtap	0.70622407	58.8139896	3.159663866			0	
Rab10	0.90274695	10.29004706	3.157894737			0	
B230118H07Rik	0.03065155	0.03916874	3.156462585			0	
Kif3b	0.12151582	5.2942918	3.155555556			0	
Mllt6	1.55698845	6.23402951	3.155555556			0	
Gmps	0.9940413	17.07370229	3.153846154			0	
Cdk2	1.14163413	4.11768131	3.151041667			0	
Myo19	0.39867325	22.40403006	3.151041667			0	
Dnm1l	2.98849192	835.5496796	3.15			0	
4933426M11Rik	0.28097477	3.03166643	3.148148148			0	
Gas2l1	0.97980678	66.16528969	3.142857143			0	
Mrpl14	1.38486731	6.14598642	3.142011834			0	
Ccng1	1.00729703	3.2370707	3.137254902			0	
Osbp	0.37940389	102.1455484	3.131868132			0	
Pigyl	1.19724709	29.465652	3.131868132			0	
Oip5	0.68744119	1.38746575	3.130434783			0	
Mbd2	0.34129681	190.3458514	3.128205128			0	
Usp47	0.31688515	11.03098134	3.128205128			0	
Foxp1	0.56960132	11.05785755	3.126315789			0	
U2af1l4	1.93476754	222.0859221	3.126315789			0	
Zfp213	0.27743117	1.29181854	3.12			0	
Odc1	0.4311923	1.96526018	3.118181818			0	
Exosc4	0.59667076	1.11361772	3.117647059			0	
Nt5dc3	0.58835201	9.65550163	3.108695652			0	
Snhg12	0.71490712	0.69090526	3.108695652			0	
Srsf3	2.28739859	334.7500408	3.095238095			0	
Cdc6	1.02142051	157.1165358	3.088235294			0	
Sgcb	0.02218346	0.36194647	3.088235294			0	
Gbf1	0.78859934	5.19522658	3.085714286			0	
Lamc1	2.04213895	7.43156493	3.085714286			0	
Atat1	0.12685005	0.91227208	3.083916084			0	
Cnot6	0.18633095	0.96747538	3.08			0	
Mcm7	0.98541701	4.1078926	3.08			0	
Mrpl39	1.32661741	1.27416501	3.08			0	
Srsf6	1.44993723	116.3037076	3.08			0	
Alkbh3	0.55636883	4.80587722	3.079710145			0	
Vps53	0.39270182	2.20746355	3.077294686			0	
Mcl1	0.75660688	0.91735006	3.076923077			0	
Rangap1	1.0877216	4.94957748	3.076923077			0	
Zfp142	0.24093767	0.63405003	3.071428571			0	
Ccne2	0.46217865	2.47940983	3.069230769			0	
Rad51ap1	0.26441672	0.71326518	3.069230769			0	
Dcakd	2.66331608	360.4864262	3.066666667			0	
Camsap1	0.27882892	1.25153814	3.0625			0	
Map1lc3a	0.17982875	0.26611312	3.062271062			0	
Sidt2	0.40841624	2.15012676	3.055555556			0	
Rhebl1	0.41699544	69.75963391	3.043478261			0	
1300002E11Rik	0.90052476	16.23103911	3.041958042			0	
Eif3i	1.51401759	3.67133498	3.041666667			0	
Sf3b2	0.80233111	0.97021569	3.041666667			0	
Tiprl	1.41804558	9.28835529	3.037037037			0	
Fanca	0.55288015	5.8548602	3.035714286			0	
Aga	0.1174854	1.16440743	3.028571429			0	
Ccnt2	0.459931	1.86760772	3.025210084			0	
Dcun1d2	0.12021321	0.39206564	3.013888889			0	
Sqle	1.74232904	6.68793798	3.013888889			0	
Arpc3	2.02711679	0.73498869	3			0	
Eif4e2	1.98314972	5.55276841	3			0	
Hirip3	1.60204068	6.40400001	3			0	
Ier2	0.94411724	2.70173968	3			0	
Mpg	0.52110121	4.94655868	3			0	
Mrps12	4.26366023	9.03359645	3			0	
Mrps9	1.94511292	5.48052537	3			0	
Mthfsd	0.05824513	0.21578372	3			0	
Ncor1	1.75334169	3.66411349	3			0	
Rest	1.85981204	1.08036923	3			0	
Rnf121	0.35295035	0.79115795	3			0	
Spc25	0.54265356	1.53699798	3			0	
Tmbim6	2.3595194	13.30723659	3			0	
Tmem106c	0.23686535	27.69068425	3			0	
Tollip	0.57222076	2.09877928	3			0	
Tppp3	0.01668292	0.95794676	3			0	
Vapa	2.37571129	4.24856103	3			0	
Eif3e	1.06969444	2.86805627	2.994652406			0	
Ddx21	0.71944417	2.68982363	2.991071429			0	
Tbc1d22a	0.20059829	2.6025782	2.991071429			0	
Vangl2	0.18487021	24.39400767	2.991071429			0	
Pdlim5	0.58239373	11.68758978	2.988461538			0	
Tbc1d16	0.07572423	3.90827024	2.977777778			0	
Ldhb	2.13E-01	7.21E+01	2.975206612			0	
Arfgef2	0.1767009	0.38398052	2.972027972			0	
Trip10	1.19404089	186.4611784	2.972027972			0	
Nde1	1.79809865	7.87363041	2.957142857			0	
Ssbp4	0.31160136	0.51324961	2.954545455			0	
Bhlhe40	0.39708049	1.4839182	2.949275362			0	
Adam23	0.2400941	17.35798533	2.94			0	
Dtwd1	0.70052836	3.1543037	2.933333333			0	
Tmem5	0.67774925	1.5051095	2.93040293			0	
Exosc5	1.10997348	2.11948932	2.928571429			0	
Nop56	2.44553694	11.63899082	2.928571429			0	
Uba3	1.60064895	1.50078324	2.928571429			0	
Mapkapk3	0.4624919	30.27532556	2.923076923			0	
Mthfd2	0.36358272	1.3448658	2.921875			0	
Dscc1	0.53784778	63.43705613	2.920634921			0	
Ide	0.98298246	1.49157807	2.916666667			0	
Lmbr1l	0.36050836	1.23730936	2.915			0	
Myo5a	0.48802674	2.06438991	2.914285714			0	
Slc30a1	0.20239317	0.56597068	2.913580247			0	
Cd3eap	0.58198608	0.80473301	2.911764706			0	
Emb	1.15587378	9.17611426	2.911764706			0	
Bms1	0.98881092	4.13562437	2.909090909			0	
Fdxr	0.18126549	2.15242352	2.909090909			0	
Plagl2	0.40689273	39.39681337	2.909090909			0	
Sh3glb2	0.72351336	295.029833	2.909090909			0	
6-Mar	0.59187479	72.20817357	2.902777778			0	
Atp6v0a2	3.19E-01	4.11E+02	2.9			0	
Eid2b	0.33362353	41.43181402	2.9			0	
Iqcc	0.39206429	88.89989081	2.9			0	
Rpl34	1.09969222	85.90614282	2.9			0	
Scd1	0.68382483	5.49297632	2.9			0	
Prelid2	0.59595539	1.44038112	2.899159664			0	
Riok1	0.55745657	12.19575427	2.896296296			0	
Zeb1	0.56920415	4.65474857	2.895454545			0	
Tmem192	0.88354003	3.61891141	2.895104895			0	
Ap2b1	1.50859476	5.45120761	2.893333333			0	
Iqgap3	0.7173309	84.52413532	2.892733564			0	
Spg7	0.59746143	34.56870246	2.891156463			0	
Asb3	0.46577945	2.54993275	2.888888889			0	
Ctgf	3.59E-01	1.57E+02	2.888888889			0	
Pramef8	0.67298561	1.33142708	2.888888889			0	
Rarg	0.5884707	127.2241786	2.88627451			0	
Lonp2	0.33061638	3.27031185	2.882352941			0	
Fdx1	1.01640937	135.8216987	2.88			0	
Rab35	1.36680193	1.99420733	2.876923077			0	
Nes	0.05704023	0.16074027	2.871794872			0	
Ube2z	1.79050399	282.2904849	2.868131868			0	
Cyp4f13	0.44213638	135.5656727	2.866666667			0	
BC005624	0.5605142	2.03425335	2.864583333			0	
Timm44	1.05920511	4.50215642	2.863247863			0	
Rab12	0.6565732	1.20522506	2.861842105			0	
Myo1e	0.17352368	0.11137417	2.86			0	
Arpc4	0.67921172	1.36908153	2.857142857			0	
Erich1	0.71519917	26.82310447	2.857142857			0	
Fam69b	0.21397324	1.80599362	2.857142857			0	
Fbxo33	0.13665742	0.4473824	2.857142857			0	
Gnptab	0.488224	9.66580747	2.857142857			0	
Zfp61	0.15994835	1.32930453	2.857142857			0	
Zc3h8	0.45382066	2.39950627	2.856			0	
Ankzf1	0.27599232	1.31445506	2.855769231			0	
Bccip	1.86969965	4.29323207	2.851851852			0	
Gpd2	1.61523685	14.05094822	2.851851852			0	
Mybbp1a	1.35527898	4.50588983	2.851851852			0	
Zfp954	0.1317752	5.39163102	2.851851852			0	
Guk1	0.45100182	0.40599506	2.844444444			0	
Dhodh	1.57689714	11.76644242	2.844155844			0	
Pcsk7	0.09225626	0.47754218	2.844155844			0	
Slc25a35	0.066257	0.70719121	2.844155844			0	
Gpank1	0.07721977	0.05012608	2.84375			0	
Pard3	0.80587732	99.27466223	2.843137255			0	
Ppp5c	0.87504294	1.62915098	2.840236686			0	
Higd1a	0.07709347	0.63965234	2.84			0	
Yme1l1	1.49110271	3.77009297	2.84			0	
2610002J02Rik	0.17015639	0.25633788	2.833333333			0	
Rhou	0.29341441	58.88765875	2.833333333			0	
Ap4b1	0.41810152	102.9294239	2.828571429			0	
Prkaa2	0.36597021	69.37020751	2.828571429			0	
Nsmce4a	0.80007844	0.79261902	2.828282828			0	
Spata7	0.06540029	0.23546672	2.828282828			0	
Wwp1	0.13008214	0.55026753	2.828282828			0	
Cdk5rap1	0.26576803	0.5034574	2.827586207			0	
Cyfip1	1.13031703	10.7352048	2.823529412			0	
Myo1c	0.87456769	7.01739739	2.823529412			0	
Spag5	1.07402647	27.56537999	2.823529412			0	
Zfp612	0.01346147	0.32090554	2.823529412			0	
Anks1	0.04955477	0.10701923	2.818181818			0	
Kctd3	1.13136236	2.41271106	2.818181818			0	
Wwp2	1.05387138	2.80670922	2.818181818			0	
1500012F01Rik	1.04319049	1.09709654	2.816326531			0	
Eif4a2	1.61815037	113.9428113	2.816326531			0	
Timm8b	0.25810574	0.29790254	2.80952381			0	
Chpt1	0.12994546	1.8193914	2.8			0	
Cxadr	0.29226411	3.09630031	2.8			0	
Fbxo11	0.42153863	3.0925051	2.8			0	
Nmnat1	0.08941524	1.00667667	2.8			0	
Tomm70a	0.81342481	0.84987429	2.8			0	
Aurka	0.46720196	1.29014413	2.797619048			0	
Prkcd	0.51803647	279.946925	2.797619048			0	
Erlin2	0.54693024	0.65494519	2.795454545			0	
Cyth2	0.71618108	0.4051446	2.791666667			0	
Dcaf5	0.07836426	0.5039122	2.791666667			0	
Hadha	0.81335334	0.97588537	2.791666667			0	
Nmt2	0.02083069	0.04581189	2.791666667			0	
Rrp1b	0.80112899	1.94527893	2.791666667			0	
Gss	0.22628913	4.1772599	2.78515625			0	
Ankrd9	0.2705275	11.55147435	2.782051282			0	
Tmem183a	0.70313822	0.9361545	2.782051282			0	
Tnfaip8	0.21668161	57.94010515	2.782051282			0	
Gns	0.47708172	77.63782357	2.773333333			0	
Hps1	0.43807128	10.81016353	2.773333333			0	
Ptpn23	0.35461544	1.03628692	2.773333333			0	
Pmepa1	0.59623025	95.27276957	2.768707483			0	
Cpt1c	0.3683431	10.68843955	2.764705882			0	
Bicd2	1.98E-01	1.33E+02	2.763636364			0	
Mrpl20	1.0735079	2.52042603	2.763636364			0	
Tcn2	0.43376375	127.3619121	2.76			0	
Prdm2	0.2903254	2.04126016	2.75390625			0	
Gnl2	1.28585066	1.65989375	2.75			0	
Nfu1	2.10997288	11.81609586	2.75			0	
Psmd8	1.03088043	2.76109422	2.75			0	
Tceb1	0.83364745	0.45270339	2.75			0	
Tmed10	1.49235115	3.11259375	2.75			0	
Nipal3	0.1900429	1.75259653	2.743315508			0	
Bub3	0.57844911	0.74291744	2.742857143			0	
Slc50a1	0.10340528	0.71662183	2.742857143			0	
Ift140	0.14848327	1.35613376	2.7375			0	
Sars	1.05256709	2.76789188	2.7375			0	
Zbtb2	0.06503639	0.47831546	2.7375			0	
Wrap53	0.65702826	124.0922133	2.734265734			0	
Cenpl	0.01307821	0.0915414	2.733333333			0	
Ecm1	0.02408641	0.37842017	2.733333333			0	
Mbd5	0.05093228	0.4700176	2.733333333			0	
Mcm4	1.97706585	2.52684335	2.733333333			0	
Nid2	2.41701969	14.14139764	2.733333333			0	
Tmed9	1.15362439	1.08363174	2.733333333			0	
Arntl	0.62119018	190.2162833	2.727272727			0	
Fastkd3	0.23217768	0.28319381	2.725925926			0	
Gfpt1	0.13115261	0.21783827	2.725714286			0	
Cept1	0.75162151	9.28329334	2.723809524			0	
Syne2	0.41212999	1.55319766	2.723684211			0	
Anapc4	1.25607792	31.16458695	2.722222222			0	
Slc25a26	0.51683697	50.39870718	2.722222222			0	
Exd2	0.41843718	2.01347192	2.720647773			0	
Atp10d	0.19968048	21.90930832	2.719211823			0	
Bad	0.29613294	1.80094077	2.719008264			0	
Igf2r	0.1750384	2.51075604	2.714285714			0	
Ptprg	0.58778774	5.96083346	2.704861111			0	
Cdca5	1.10871425	141.0405721	2.7			0	
Sp3	0.20875728	0.40125853	2.7			0	
App	0.23894425	20.19127401	2.699074074			0	
Abhd12	0.43531963	6.57853458	2.698412698			0	
Basp1	0.29799782	14.81740317	2.698412698			0	
Peg10	0.38885481	57.48220222	2.697916667			0	
Zfp35	0.33756284	1.14904563	2.697916667			0	
Nqo2	0.48822386	87.24690246	2.696078431			0	
Rnf5	1.20456825	2.21768958	2.692307692			0	
Bfar	0.09318624	0.30053454	2.685314685			0	
Morn4	0.11810274	0.9055658	2.685314685			0	
Trib3	0.28591292	8.0163423	2.683333333			0	
2310003H01Rik	0.12177289	0.91529388	2.681818182			0	
Bach1	0.19130336	0.33863058	2.681818182			0	
Wdr8	0.45506243	1.74565153	2.671875			0	
Xkr5	0.27768581	4.34299738	2.671428571			0	
Dock1	0.19761137	1.09676286	2.666666667			0	
Dpp9	0.04652912	0.11944562	2.666666667			0	
Evi5	0.15464395	1.90935186	2.666666667			0	
Sharpin	0.27724542	2.82316428	2.666666667			0	
Snhg3	1.77555746	276.1397944	2.666666667			0	
Zfp94	0.06410078	1.33946533	2.666666667			0	
Aff4	0.33186818	1.11953519	2.66			0	
Stx7	0.75376777	2.24239376	2.66			0	
Taf3	0.42404335	3.22385945	2.657142857			0	
Dnajc18	0.27223375	0.42409409	2.653846154			0	
Xpo5	0.61689305	213.9724603	2.653061224			0	
Actr5	0.29974434	1.13299686	2.652631579			0	
Mbnl2	0.37381597	4.76210976	2.652631579			0	
Ell2	0.28768415	12.0233091	2.645502646			0	
Anks3	0.25258856	1.22500936	2.644230769			0	
Nt5dc2	1.46413044	245.5239108	2.644230769			0	
Tead2	0.71494471	26.25809526	2.643356643			0	
Psmc6	2.29606774	273.2381712	2.642857143			0	
Melk	0.34890863	1.04358649	2.641269841			0	
Myh10	0.45347298	151.3170307	2.64			0	
Pxmp2	0.37677209	1.93492802	2.64			0	
Srp19	0.62990675	1.33936672	2.63800905			0	
Coq4	0.17933933	0.92499564	2.630769231			0	
Gtpbp4	2.45814086	7.32126156	2.62962963			0	
Hexb	0.36301069	0.16056501	2.62962963			0	
Tiparp	0.97335364	8.96659166	2.626262626			0	
Cnn2	0.11837667	2.65695272	2.625			0	
Cnnm2	0.16311436	0.8565415	2.625			0	
Pex14	0.27823163	0.64207625	2.625			0	
Plagl1	0.72888218	5.15879791	2.625			0	
Pum2	0.18259805	0.88608731	2.625			0	
Esco2	0.73382784	2.5447129	2.622222222			0	
Nfkbib	1.17016174	2.49154337	2.622222222			0	
Nradd	0.22801082	46.32899811	2.622222222			0	
Slx4	0.12742356	0.69200157	2.622222222			0	
Trmt6	1.05380666	3.05660781	2.622222222			0	
Cdc40	0.2868125	1.93214342	2.619047619			0	
Naa30	0.1702188	0.51406217	2.619047619			0	
Ppp1r13l	0.19074726	0.44258513	2.619047619			0	
Sft2d2	0.04157668	0.08672114	2.619047619			0	
Dhx37	0.62071931	53.3906094	2.615916955			0	
Hp1bp3	0.45057089	2.75289153	2.615384615			0	
Iffo1	0.0714572	0.27769977	2.614285714			0	
Ppfia1	0.80290664	42.76556241	2.607843137			0	
Rbm14	0.3964883	0.78192569	2.607843137			0	
Sec23a	0.35738274	0.17072288	2.602564103			0	
Hmox1	0.63264371	1.6961887	2.600619195			0	
Gsto1	6.87E-01	9.71E+02	2.6			0	
Sec16a	0.34138176	0.49261134	2.6			0	
Tbc1d23	0.32365591	1.0129717	2.6			0	
Il17rd	0.40228464	2.7718827	2.593984962			0	
Aarsd1	0.46707925	0.3571351	2.593406593			0	
Ciapin1	0.77473076	1.99525678	2.593406593			0	
Cdca4	0.82213519	3.0064045	2.591111111			0	
Cdca7	0.74084339	0.5822302	2.59047619			0	
Fxr1	0.72453762	1.68856016	2.587878788			0	
Slc19a1	0.31606019	97.815861	2.587878788			0	
Pcolce2	0.96344246	177.6682765	2.586206897			0	
Snapc5	0.7834751	3.63452632	2.584615385			0	
Adrbk1	0.25666537	2.05764728	2.583732057			0	
Lrrcc1	0.24230812	2.42139027	2.583732057			0	
Rab21	0.32889963	0.50070064	2.583732057			0	
Fcho2	0.47232688	1.44824835	2.580645161			0	
Stat6	0.95826568	2.14924848	2.575851393			0	
Fech	0.24285435	0.85005055	2.572916667			0	
Lrp8	1.19E-01	1.85E+02	2.571428571			0	
Polb	0.34325585	4.05707146	2.566666667			0	
Slc30a9	0.71259129	17.91503999	2.565789474			0	
Csnk1d	0.63235035	1.82537989	2.564912281			0	
Ppap2b	0.25996403	0.78144461	2.564912281			0	
Atp1b1	0.88090578	1.66729216	2.556521739			0	
Coq10b	0.65271397	9.16367176	2.556521739			0	
2410004B18Rik	0.37824879	2.51481581	2.555555556			0	
Agpat4	0.30747537	1.57578336	2.555555556			0	
Chmp6	1.13846517	2.53295273	2.555555556			0	
Fkbp11	0.21110002	0.80061848	2.555555556			0	
Hnrnpc	0.24018381	1.61203391	2.555555556			0	
Ndufs8	0.83296708	1.98143443	2.555555556			0	
Tubb5	0.37342352	0.78343692	2.555555556			0	
Tmem41a	0.19550981	0.26887554	2.55			0	
Tprn	0.32585424	0.50452605	2.55			0	
Rmnd5b	0.34147604	0.50355287	2.549019608			0	
2210018M11Rik	0.13379368	2.71710891	2.546296296			0	
Myadm	1.32256489	184.7146624	2.545454545			0	
Numb	0.45764891	99.07497764	2.541666667			0	
2810002D19Rik	0.01593195	0.03758832	2.538461538			0	
Fasn	0.45035234	1.03660082	2.538194444			0	
Eef1b2	0.20857119	0.21952332	2.535714286			0	
Gm5595	0.49846029	2.02949797	2.534979424			0	
Ppm1m	0.16240536	0.24003937	2.534979424			0	
Fam120b	0.11005774	7.72813388	2.533333333			0	
Rps8	2.01105818	7.06287551	2.533333333			0	
Smarcb1	1.41223988	2.97570668	2.533333333			0	
Smurf2	0.05410311	0.23930577	2.533333333			0	
Snrnp40	2.03405229	14.55311776	2.533333333			0	
Zfp410	0.02715118	0.17338191	2.533333333			0	
Arpc5	0.86427519	1.06177345	2.53125			0	
Atp6v1a	1.18952977	0.91625427	2.53125			0	
Cdc16	2.46271828	902.4130277	2.53125			0	
Dpp3	1.646749	6.66330954	2.53125			0	
Faf1	3.59795349	101.525319	2.53125			0	
Nedd8	1.50035819	2.43962957	2.53125			0	
Sdf4	2.86387691	29.8292804	2.53125			0	
Zdhhc13	0.04619334	0.06960847	2.529411765			0	
Wdr35	0.16148798	0.84534972	2.527777778			0	
Mtg1	0.50478301	0.87639923	2.526315789			0	
Dph5	0.46798026	0.9400497	2.52173913			0	
Pphln1	0.82220646	8.23932586	2.52173913			0	
Arhgef5	0.21792764	80.22023428	2.52			0	
Krtcap2	2.25021084	21.23746241	2.52			0	
Tmem11	0.72404364	1.75367889	2.52			0	
Ppil2	0.76689074	2.5339981	2.514285714			0	
Ndnl2	0.06732242	0.02790195	2.510204082			0	
Naa40	1.12384026	94.24895743	2.509615385			0	
4933427D14Rik	0.16105234	7.85911061	2.509090909			0	
Atp1b3	1.87498365	42.77568743	2.509090909			0	
Ndufaf4	0.96496998	1.64104894	2.509090909			0	
Rab13	0.07145546	0.47459027	2.509090909			0	
Tbc1d12	0.1563966	2.13626704	2.509090909			0	
Tmem9b	0.1552754	0.69627055	2.509090909			0	
Vps26a	1.37909418	163.4187606	2.509090909			0	
Nacc1	0.38234285	1.02845089	2.506410256			0	
Bcat2	1.45496738	5.66248494	2.5			0	
Ddx24	1.38892786	3.40159852	2.5			0	
E130311K13Rik	0.05696713	0.74571063	2.5			0	
Hsph1	0.77445172	0.927347	2.5			0	
Herc1	0.27938369	0.84434949	2.498039216			0	
Sdhaf1	0.3114203	2.49744121	2.498039216			0	
Fbxl14	0.86855844	117.9101668	2.492753623			0	
Ormdl3	0.51355454	21.51352504	2.48828125			0	
Ctsz	1.1227165	3.13555525	2.487394958			0	
Dhrs7b	1.16452241	235.0946876	2.48447205			0	
Cpt2	0.33731211	21.55531556	2.481283422			0	
Pts	0.26579434	0.70031037	2.480769231			0	
Btbd19	0.35044066	0.50588889	2.475			0	
Lig3	0.74701481	93.78293604	2.475			0	
Mpp7	0.24907957	2.2236484	2.475			0	
Nfib	0.41939339	2.72156888	2.470175439			0	
Fam162a	0.55835543	1.53789445	2.46031746			0	
Mcfd2	0.56366924	66.15426974	2.459627329			0	
5830415F09Rik	0.21156396	2.50666007	2.454545455			0	
Arl4c	0.1490746	3.4834699	2.454545455			0	
Fam134c	0.07968831	0.79580512	2.454545455			0	
Lman1	0.78558159	1.41110879	2.454545455			0	
Usp49	0.07475005	0.32638945	2.454545455			0	
Zfyve9	0.03307312	0.25835267	2.454545455			0	
Cyba	0.57289344	2.99863118	2.444444444			0	
Pfkm	0.43150995	3.64139558	2.444444444			0	
Ndufaf2	1.02488717	2.7926275	2.443438914			0	
Zfp326	0.15375261	0.25616302	2.443438914			0	
Zkscan5	0.73637288	115.1044054	2.435064935			0	
Carkd	0.10755765	0.12218632	2.432692308			0	
Tcea3	0.92021075	7.2137154	2.431372549			0	
Mrpl32	0.95803103	85.07316904	2.429752066			0	
Dars	1.16656127	2.66062325	2.429149798			0	
Ppm1d	0.28296397	43.88049018	2.429149798			0	
Atf6b	0.19685543	2.37314187	2.428571429			0	
Tbc1d9b	0.4050219	115.7083167	2.428571429			0	
Gemin4	0.46299367	4.33974515	2.427631579			0	
Pdik1l	0.23955021	68.27399895	2.423076923			0	
Ptprf	1.54521764	181.7991741	2.423076923			0	
Wwox	0.11639547	1.32835008	2.423076923			0	
Aplf	0.17313265	0.78862932	2.416666667			0	
Far1	0.58473515	65.66474695	2.415019763			0	
Golga2	0.10900904	2.44451721	2.412698413			0	
Mrps28	1.07420446	2.44814413	2.412698413			0	
Rtn3	1.46400589	5.5389762	2.412698413			0	
Trip12	1.16503224	3.01414776	2.412698413			0	
Nup133	1.12549465	9.36224591	2.410714286			0	
Wwc1	0.33841223	1.89445083	2.410714286			0	
Ociad2	0.41801543	73.85408604	2.409230769			0	
Zfp866	0.32018833	1.90816618	2.409090909			0	
Cars	1.05914733	118.9566467	2.407407407			0	
Ube2q1	0.0695567	0.08773282	2.407407407			0	
Zfp746	0.2133553	28.88973739	2.407407407			0	
Gosr1	0.41231233	1.79953716	2.405594406			0	
Ccpg1	0.84009931	4.79762238	2.405572755			0	
Pofut1	0.11399764	0.44634596	2.403361345			0	
Coq3	0.55386978	4.31722097	2.4			0	
D15Ertd621e	0.238006	2.30315667	2.4			0	
E130308A19Rik	0.20233788	4.41897643	2.4			0	
Nucb1	0.63735896	0.86927793	2.4			0	
Scd2	1.0969352	4.55909059	2.4			0	
Surf6	0.4502061	0.46750136	2.4			0	
Ube2n	0.00541756	0.01250559	2.4			0	
Lphn2	0.60388798	4.43842462	2.398148148			0	
Mdm2	0.37490598	4.74098437	2.398148148			0	
E430025E21Rik	0.71254348	179.8098081	2.397435897			0	
Ing1	1.44630046	5.41587325	2.393939394			0	
Map2k2	1.34359568	3.82694018	2.393939394			0	
Yif1b	0.77723476	1.60966015	2.392857143			0	
Eif3m	0.91187036	2.31333059	2.391304348			0	
Creb1	0.08194986	0.25173378	2.386363636			0	
Sfrp1	1.94915501	274.6452145	2.384615385			0	
Acot8	0.50685508	3.0199576	2.382352941			0	
Ip6k1	0.79427889	3.45252256	2.382352941			0	
Ero1l	0.65691538	2.57426656	2.380952381			0	
Esco1	0.31579172	35.29332954	2.380952381			0	
Gtf2e1	0.36233142	0.83528449	2.380952381			0	
Slc1a4	0.06944392	0.13340394	2.379487179			0	
Acaa2	0.87650845	211.4350692	2.375			0	
Fip1l1	0.97458852	1.5261367	2.375			0	
Vps26b	0.64622607	147.2188543	2.375			0	
Eftud1	0.3992384	0.82399617	2.370588235			0	
Gba	0.92856058	1.85767514	2.36969697			0	
Blvra	0.2868403	6.39438358	2.367346939			0	
Ddx23	0.25213449	79.08193642	2.363636364			0	
Eci2	0.24900139	0.85634436	2.363636364			0	
Tbl2	0.39246429	37.31398475	2.358974359			0	
Bag3	0.12140777	9.83046709	2.357142857			0	
Otud6b	0.83939697	1.20577291	2.356725146			0	
Iah1	0.38119983	1.34696106	2.352941176			0	
Mvp	0.45178656	109.2236615	2.347826087			0	
Htt	0.57123638	4.57226598	2.345864662			0	
Tmem66	0.4735543	7.37297161	2.345679012			0	
Ensa	0.2326463	0.43043294	2.34375			0	
Syce2	0.93169664	5.46718036	2.340659341			0	
Snrnp48	0.75817561	4.77323199	2.339181287			0	
Csrp1	0.81624595	1.04486238	2.337662338			0	
Slc16a3	0.44170716	0.8787637	2.337662338			0	
Dnmt3b	0.72585793	16.97301229	2.333333333			0	
Ints5	0.25241987	0.67476668	2.333333333			0	
Prkcsh	1.52361769	6.38892301	2.333333333			0	
Psmc2	1.39111136	3.30049239	2.333333333			0	
Slc7a6	0.36707525	2.32618884	2.333333333			0	
Gcnt2	0.7887525	37.69899995	2.329411765			0	
Trip6	0.62401841	28.76437698	2.329411765			0	
Appbp2	0.03898313	0.01351099	2.329166667			0	
Ccdc25	0.76414258	0.64216638	2.325			0	
Josd1	0.10361644	0.52965998	2.324786325			0	
Oxct1	1.78298035	190.385543	2.324786325			0	
Tbl3	1.10478358	2.51844209	2.324786325			0	
2810408M09Rik	0.4136324	0.93824861	2.321428571			0	
Mrps15	1.06696525	4.92343857	2.321428571			0	
Rrm1	1.41984563	15.2239582	2.321428571			0	
Tmem14c	1.42766088	29.27582129	2.321428571			0	
Irf2bp2	0.36377526	4.75549562	2.314393939			0	
Ndufc2	1.17274675	1.195527	2.314285714			0	
Rab11a	0.04111286	0.16400525	2.314285714			0	
Snx15	0.23483998	1.41784374	2.314285714			0	
Sqstm1	2.11553247	329.1662011	2.314285714			0	
Ssu72	1.13829425	1.42910563	2.314285714			0	
Ubxn1	1.30461081	1.94169455	2.314285714			0	
Cry1	0.64320519	73.03189188	2.314102564			0	
Htatip2	1.18601466	380.1679457	2.311111111			0	
Abhd6	0.1407243	0.59118716	2.307692308			0	
Bin1	0.00285938	0.0056945	2.307692308			0	
Mta2	1.59352792	6.33976672	2.307692308			0	
Ccdc97	0.68551599	9.89219967	2.306547619			0	
Banp	0.19911438	1.48507077	2.303030303			0	
Ccnl1	9.80E-01	7.98E+02	2.3			0	
N6amt2	0.51164256	3.14922568	2.3			0	
Phf21a	0.12277287	0.46229939	2.294444444			0	
Hip1	0.59668589	52.20409571	2.294117647			0	
Hs2st1	0.51557399	86.34284459	2.293333333			0	
