Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Rpa1	0.739937829	108.767073	3.404761905				
Zkscan17	0.38919317	74.36368114	3.403088803				
Rpa3	0.64412896	240.754418	3.402850713				
Cdc42ep3	0.30587668	8.26084299	3.402238315				
Ppp6r3	0.6738923	4.40195761	3.40112202				
Itga3	0.22797342	4.59398614	3.4				
Gpnmb	0.5909963	10.05374747	3.399176955				
Cbr3	0.76856674	41.5961334	3.397058824				
Uggt1	1.23171022	33.66625736	3.395744681				
Slc7a6os	0.09614444	0.54658635	3.394736842				
Exosc9	0.71217514	75.94284295	3.394056848				
Ing1	0.55607931	125.9156431	3.385714286				
Rpgrip1l	0.21176116	6.86465616	3.385454545				
Rasa1	0.51808012	190.3891056	3.384285714				
Amdhd2	0.41647993	1.31217828	3.382663848				
Bcat1	0.8439172	19.18895101	3.378378378				
Ccdc134	0.17002169	2.42890149	3.37745098				
Mcm2	0.41162933	3.64923742	3.372272144				
Aven	0.44547262	88.91815187	3.37037037				
Pomgnt1	0.69973379	1.74505801	3.37037037				
Vcan	1.12790517	417.70979	3.37037037				
Atp9a	0.0650515	1.1634883	3.367346939				
Abcc5	0.49707492	30.15605794	3.365384615				
Phactr4	0.49695414	106.9970111	3.363715278				
Rad18	0.56493112	173.8975759	3.363398693				
Adh5	1.03504032	6.62811382	3.361111111				
Pdap1	0.36199166	2.29386627	3.359683794				
Tsc22d4	0.71062324	3.54006888	3.357723577				
Ddx17	1.33763518	327.9522713	3.356971154				
Pfkm	0.41697596	60.57894413	3.355263158				
Tm2d3	0.7522725	5.49329001	3.355053191				
Cyp51	0.52319289	11.7943186	3.352836879				
Npm3	1.11064807	124.9862107	3.3515625				
Leng1	0.27384928	7.65021886	3.350160256				
Grwd1	0.33703736	1.06489641	3.348837209				
Psrc1	1.04752796	30.1129664	3.348837209				
Pdzrn3	0.36973787	116.5157761	3.34841629				
March6	0.68234877	8.93846511	3.346883469				
Ralb	1.7928794	415.5986073	3.346260388				
Ampd2	0.72133364	4.78561562	3.345454545				
Vps37b	0.47068231	51.50228975	3.345173745				
Akt1	1.17751327	67.39165589	3.342857143				
Qrich1	0.43956468	3.42308466	3.342592593				
Eng	0.08117166	0.94293732	3.342359768				
Arnt2	0.2775598	72.66143682	3.340647858				
Zfp35	0.26953243	58.76156976	3.340378198				
Hip1r	0.1345769	3.10573224	3.333333333				
Lima1	1.01739484	7.07103488	3.333333333				
Topbp1	0.46422526	98.69751246	3.333333333				
Xrcc5	0.45827363	1.37556657	3.332398317				
Prkra	0.3305273	2.09425817	3.332386364				
Lats2	1.05783514	18.31309028	3.327543424				
Zfp143	0.3366661	6.14659646	3.327543424				
Sos1	0.46067984	10.27644172	3.325581395				
Ttc28	0.52026847	1.39899769	3.324229692				
Hbegf	0.50610054	5.7006111	3.322916667				
AI597479	0.54524525	3.92276627	3.32231405				
Slc7a5	0.418587452	105.178187	3.316339869				
Ap1s1	1.08012055	5.17296773	3.315789474				
Fbln1	0.41947078	23.4498265	3.315789474				
Gm16039	0.42473507	9.76775583	3.315789474				
Pes1	1.36291749	85.5204409	3.3152				
Sesn2	0.7212365	220.6355127	3.314732143				
Atp6v1a	1.09835388	333.227468	3.314285714				
Ak4	0.27033634	3.33027089	3.313793103				
Smad6	0.347683334	144.296245	3.303643725				
Fam134c	0.1525156	3.65684407	3.301587302				
Tcn2	0.88469909	15.55373318	3.3				
Trim25	0.46726421	35.92659851	3.3				
Ccdc127	0.844466439	226.728804	3.299376299				
1300002E11Rik	0.66554603	189.9065891	3.299319728				
Zscan12	0.27247656	8.24259596	3.296650718				
Rab8a	1.51417196	374.794811	3.296296296				
Ilkap	0.45478731	1.57166666	3.294805195				
Mllt6	0.46468671	103.0141926	3.292592593				
Pex14	0.39018708	109.7409999	3.290598291				
Ttyh3	0.34145501	2.62689847	3.28967429				
Adsl	0.74968436	7.83627388	3.288813559				
Prr5l	0.00433659	0.11885628	3.285714286				
Golga2	0.09112368	0.5919064	3.284210526				
Nup88	0.85383668	4.7137513	3.283739302				
Jagn1	1.07582247	3.20435344	3.278416347				
Qrsl1	0.27824386	4.01504722	3.278416347				
Topors	0.2095081	2.41391624	3.277676951				
Nppb	0.06997543	2.3654196	3.275294118				
Nfs1	0.62048053	3.04552995	3.275083056				
Zfand2b	0.45094609	101.3844575	3.273809524				
Blvra	0.44651623	3.19017659	3.273657289				
Aatf	0.45273469	3.75259256	3.272727273				
Mettl10	0.18159668	8.70350503	3.272727273				
Anxa8	0.36901696	2.3567184	3.265536723				
Camsap1	0.23490195	43.05155357	3.264705882				
Dcakd	0.55956471	130.1660563	3.264647795				
Wdr8	0.39474518	139.448262	3.2625				
Kctd3	0.6018947	6.3948401	3.262182567				
Zfp27	0.193874682	132.980498	3.261904762				
Ppat	0.46192852	77.34101049	3.26122449				
St13	0.26348152	0.45334359	3.26122449				
Tpd52	0.55793111	101.4041266	3.26031746				
Mrps18b	0.74205596	28.04564757	3.259259259				
Nrp1	0.85189002	165.4321228	3.259259259				
Cxxc5	0.9372242	187.5017273	3.25769956				
Letmd1	0.6104294	17.33048147	3.256493506				
Gins2	0.36254417	2.79148052	3.253387534				
Tcf4	1.03496835	97.9882883	3.25255102				
Fasn	0.26821917	0.83222433	3.251559252				
2410004B18Rik	0.25656199	2.58818099	3.250919118				
Ephb2	0.434737913	451.426753	3.247840532				
Moap1	0.03714076	0.37351594	3.245614035				
Atic	1.10006884	102.9132897	3.243809524				
Cdkn2b	0.6135019	30.09938153	3.241025641				
Rbpms	0.49915381	65.16560022	3.240215924				
Acly	0.68407434	2.39658446	3.239631336				
Rexo4	0.52587225	215.807648	3.239516129				
H2afv	0.67988382	84.94553933	3.238310709				
Pkn1	0.18640739	4.65050162	3.238095238				
2810006K23Rik	0.14845764	1.30498933	3.235294118				
Arid1a	0.18561977	4.91992666	3.23297491				
Dph2	0.28398037	8.36153918	3.232758621				
Ppp1r13l	0.46087757	79.98870272	3.228940217				
Gpn1	0.68250887	8.57711555	3.227513228				
Kdm4a	0.56970406	125.4640295	3.226391495				
Tbc1d16	0.22231083	16.61645187	3.225641026				
Wdr12	0.77379861	4.86491751	3.224806202				
Jph2	0.09810999	0.36056552	3.224710425				
Trnt1	0.69181369	41.16172551	3.224375				
Snx6	1.07102863	3.17842238	3.2228739				
Arhgef25	0.76299995	5.24569043	3.222222222				
Ndufaf4	0.74733848	3.15467497	3.221724524				
Cotl1	0.52847008	6.68802844	3.219512195				
Sap130	0.5775896	0.98295086	3.219269103				
Flot2	0.87617046	5.58088168	3.218947368				
Baz2b	0.15075423	0.9240723	3.218390805				
Baz1b	0.4759014	2.00883931	3.217418546				
Neurl1a	0.11243806	2.47402533	3.214285714				
Sirt3	0.17817836	1.02757112	3.214285714				
Tubgcp4	0.28449888	7.2877162	3.213362069				
Arpc1a	1.0906794	80.33291121	3.21				
Naprt1	0.14794875	1.65229349	3.209876543				
Slc4a7	0.19496415	6.10020658	3.208333333				
Tsen34	0.13284855	0.23300377	3.206896552				
Pxk	0.45513881	120.9292446	3.206477733				
Bag4	0.16129643	0.70672088	3.206451613				
Zdhhc16	0.25467247	0.94413817	3.204481793				
Narfl	0.1999583	21.16768697	3.203559511				
Hmox1	0.53749433	33.11434236	3.200757576				
Ap3m2	0.42375606	68.6248593	3.2				
Rrm1	0.5458732	3.01098183	3.2				
Dnttip2	0.99832461	269.2072959	3.19921875				
Ptk7	0.90589122	51.7906239	3.198508854				
Armc8	0.06058813	1.48306735	3.197802198				
Mtss1	0.32140484	52.10944199	3.195852535				
Trim11	0.723313	30.22872349	3.195474544				
Wwp2	0.66046444	102.5998429	3.19380356				
Dpysl3	0.37167081	2.54480654	3.190384615				
Tmem201	0.42663433	244.8011859	3.18907563				
9030624J02Rik	1.06116197	221.4966277	3.1875				
Ptgfrn	0.20525038	2.85070953	3.1875				
Cdk2	0.422818059	219.536328	3.185770751				
Skp1a	1.16583183	4.67150028	3.185354691				
Dhodh	0.49934411	93.60409782	3.182275299				
Ipo5	1.53377659	266.8490349	3.181818182				
Shq1	0.39114275	80.13100731	3.1775				
Wbscr16	0.73461933	90.17240406	3.1775				
Birc2	0.41909032	140.0583597	3.176470588				
Mta1	0.08062654	0.43217538	3.175803403				
Mrpl54	1.22399004	11.31503903	3.175438596				
Scyl1	0.41736587	1.37012709	3.17515528				
Tmpo	0.46441935	39.94947951	3.173913043				
Fuca2	0.41074266	1.61678764	3.171929825				
Serinc3	1.95062071	116.2576699	3.171875				
Dnajb14	0.40368344	7.8133681	3.171428571				
Tia1	0.55270762	120.1005037	3.171428571				
Larp7	0.5790438	85.81923924	3.170716113				
Tbrg1	1.25856629	41.36323312	3.168797954				
Rnmtl1	0.31752804	2.58016303	3.168604651				
Frmd4a	0.50454497	2.01377247	3.16468254				
Wdr24	0.35132956	11.2352636	3.163461538				
Tsen54	0.20498175	0.56299789	3.163133641				
C1qbp	1.38010642	39.07492253	3.158974359				
Thop1	0.43075813	1.50805637	3.158102767				
Papola	1.28434186	8.65371112	3.158045977				
Spag9	1.01771713	174.6003954	3.157894737				
Ate1	0.60560817	2.41720359	3.156565657				
Cndp2	0.39631258	1.34451178	3.155555556				
Ttc13	0.75752701	6.36185132	3.155244755				
Csnk2a2	0.6243854	2.42523685	3.154150198				
Acad11	0.203827	1.21900631	3.153703704				
Ccdc88a	0.62378546	117.6155849	3.149440421				
Srebf2	0.16822582	1.10681939	3.148148148				
Mgea5	0.70593122	142.3553151	3.143518519				
Ngdn	0.59960814	4.95446898	3.143518519				
Ckap2	0.293564342	216.707296	3.142678348				
Dcun1d1	0.54455996	148.9165964	3.139189189				
Dnajb9	0.22481138	9.94750305	3.137254902				
Cyfip1	1.29766632	222.410402	3.131818182				
Ccbe1	0.34944382	1.34595728	3.130434783				
Ccdc107	0.94593656	34.40261569	3.130434783				
Lrp3	0.12956181	0.65717014	3.130434783				
Dstyk	0.39329287	79.21948417	3.128679563				
Ttf1	0.40945401	18.62202646	3.128679563				
Mlxip	0.46684281	5.73867282	3.122580645				
Lphn2	0.35819476	4.42576137	3.122012579				
Pnkd	0.05585891	0.90824027	3.121212121				
Rnf19b	0.30391971	1.37629245	3.121212121				
Zbtb20	0.42582804	1.44352422	3.119254658				
Nup43	0.36711648	68.3273652	3.117948718				
Acaa2	0.76012205	83.46270002	3.117216117				
1110059E24Rik	0.68688195	5.52212972	3.11627907				
Ogfr	0.79906158	242.4137547	3.114285714				
Slc2a1	0.52295103	4.371754	3.114027149				
Ap2m1	0.66724254	1.35494659	3.112373737				
Pde5a	0.02128554	0.16489662	3.111111111				
Phlda1	0.53846537	3.51131502	3.111111111				
Osbpl11	0.66409494	70.43636067	3.108838568				
Ormdl3	0.59437339	6.76899494	3.107606679				
Smarcc1	0.72282939	3.42922545	3.106060606				
Ccdc32	0.37686585	6.66495167	3.105263158				
Ier2	0.51495321	12.67463105	3.105263158				
Haus4	0.23693137	77.49450955	3.104433498				
Cc2d1b	0.4520532	12.87635047	3.101351351				
Gcc2	0.53341352	12.58082794	3.101313321				
Tex9	0.03038578	0.50400594	3.1				
Gcnt2	0.45146388	46.37899367	3.09929078				
Socs3	0.22480261	25.2061987	3.097560976				
Srpr	1.30231654	15.50773574	3.097165992				
Gdi2	1.76142055	25.52105529	3.096256684				
BC003331	0.32400641	20.73618004	3.095679012				
Eif3l	1.03727103	1.98188289	3.095238095				
Ckb	0.528565613	111.085056	3.09178744				
Got1	0.95465328	59.87336092	3.090744102				
Atp5s	0.04958707	0.04764147	3.09047619				
Med25	0.56702919	55.77066625	3.086691087				
St3gal4	0.62775724	205.7173087	3.084461638				
Msra	0.14930076	1.95979221	3.084375				
Casc3	0.37700202	1.96713405	3.083333333				
Slc1a5	0.52829448	3.10549013	3.082269504				
Trip10	0.47742955	1.97602423	3.081926204				
Zfp598	0.17980419	0.96131568	3.08030303				
Txnip	0.21030141	1.44545261	3.077901431				
Thoc3	0.48475324	2.66203736	3.076681332				
Pfkfb4	0.2775522	3.43069248	3.075892857				
Gstm1	0.51871186	8.58321676	3.075				
Mt2	0.23751633	4.80277935	3.074166667				
Xrcc6	0.28977257	1.0083773	3.072128852				
Ddx46	0.72245134	3.6078898	3.071428571				
Pik3r1	0.25078194	4.91337163	3.070588235				
Zfp52	0.27035373	1.01034767	3.069970845				
Ctnnbl1	0.17579548	1.36181583	3.069518717				
Hp1bp3	0.95728332	179.4954924	3.06918239				
D330023K18Rik	0.14168234	2.24190222	3.068181818				
Gabpb1	0.4657046	5.14576361	3.068181818				
Tcf3	0.14184446	0.69093974	3.064516129				
Tmed1	0.86408319	16.77243532	3.064516129				
Cenph	0.11217152	1.50017488	3.063660477				
Sh3yl1	0.15260704	1.25340147	3.063424947				
Rnf114	0.365572064	102.591734	3.063003663				
Hspbp1	0.80325909	5.16136196	3.062162162				
Eef1b2	0.192137	0.50043694	3.06				
Ptpra	0.78493284	3.32427944	3.059210526				
Zmiz1	1.23126261	35.02945279	3.058608059				
Oxct1	1.33641052	553.892683	3.056680162				
Pid1	0.18324215	3.64820938	3.056133056				
Ndel1	0.90618828	20.29756348	3.056066176				
Farsa	0.69799623	2.24188015	3.055299539				
Scrn3	0.18033685	0.612434	3.053084648				
Prkar2b	0.4852115	27.57892107	3.051948052				
Slc35d1	0.44060699	4.21280981	3.051282051				
Ubxn6	0.610399925	365.927113	3.05				
Gpx3	0.190130481	34.7930326	3.049240122				
Pak1	0.48283222	116.2965123	3.047895501				
Dcaf8	0.96334661	88.22249487	3.044871795				
Nom1	0.46280744	1.81139311	3.044871795				
Agrn	0.10329016	0.59089095	3.043478261				
Dnajb11	0.86412301	2.41520459	3.04137931				
Zfp410	0.13444674	1.59040477	3.037037037				
Naa20	1.76573762	29.83550985	3.036363636				
Aga	0.84376784	2.13928829	3.035650624				
Gch1	0.04740798	0.44764463	3.035087719				
Ift140	0.13299753	1.38113674	3.035087719				
Kifap3	0.30540552	0.43939059	3.034482759				
2310011J03Rik	0.65272677	2.83255122	3.032608696				
Rab8b	0.71250976	2.61690174	3.032069971				
Adipor1	1.85270671	191.3637835	3.031746032				
Pds5b	0.52847514	83.46818063	3.030448718				
Ddx55	0.24253276	79.92419218	3.03030303				
Cpt1c	0.46969794	1.7194727	3.028785982				
Anks1	0.21337229	1.68888869	3.027874564				
Fxr1	0.40614235	2.21969394	3.027027027				
Dapp1	0.084382	0.71400733	3.025362319				
Fpgs	0.17497871	9.33474965	3.025362319				
2610001J05Rik	1.28855499	11.9282498	3.024691358				
Fmn1	0.27672875	1.07832553	3.021621622				
Creld1	0.56213614	145.4596456	3.019518543				
Asl	0.507752681	183.549751	3.018018018				
Dock9	0.31455778	69.74643219	3.017135863				
Sh2b1	0.44593972	40.69577739	3.016260163				
Rab3b	0.18515093	2.06554097	3.014447884				
Ppwd1	0.07057197	0.70855517	3.014308426				
Sfxn3	1.31913431	56.26703754	3.012975779				
Tead2	0.4992636	130.950383	3.010457516				
Phyh	0.13282682	0.5677148	3.01027668				
Apbb2	0.98242577	211.1506611	3.009404389				
Atp6v1c1	1.23064324	4.35844446	3.006593407				
Cand1	0.05819134	0.09965976	3.006535948				
Zfp41	0.09599543	15.49587265	3.006535948				
Igf2bp2	0.53184166	137.4458908	3.003577818				
Arfrp1	0.25554732	8.20422091	3				
Ccdc137	0.16039968	1.33278529	3				
Celf4	0.13215778	2.26766156	3				
Slc25a12	0.71584058	32.05647901	2.997808619				
Tgs1	0.4551908	112.8368316	2.995169082				
Raf1	0.41282451	1.03812677	2.993456276				
Rraga	0.351688	0.53453376	2.993456276				
Rars2	0.516980467	143.777205	2.991071429				
Rab24	0.55809075	2.71826476	2.990977444				
Mocs2	0.688324105	275.190541	2.990909091				
Scrib	0.17215627	1.23534737	2.988980716				
Crtap	1.2818893	48.26500993	2.98828125				
Uaca	0.22300617	1.51464735	2.986828774				
Ndufv1	0.79153251	4.3431356	2.986710963				
Thoc5	0.91653631	89.77736009	2.986666667				
Zbtb38	0.56532721	126.9495718	2.98655914				
Clk2	0.63091504	17.61982362	2.983695652				
Abtb2	0.01167545	0.05773697	2.983333333				
Nol9	0.804118433	376.603151	2.97972973				
Sptlc2	0.44518349	1.07884764	2.97972973				
Aimp2	0.65044846	2.18672166	2.976890756				
2210018M11Rik	0.20622445	3.89721073	2.975369458				
Nagk	0.4744125	2.39328643	2.974358974				
Hars	0.85185722	22.12580186	2.972850679				
Wnt5b	0.09022005	5.26193503	2.972307692				
Brf1	0.3902786	90.38019843	2.97112462				
Mettl21a	1.19253548	204.1995783	2.97044335				
Rnf187	1.12495725	228.0050685	2.96969697				
Snx4	1.17914118	871.599984	2.96969697				
Tbc1d22a	0.30056998	94.86324967	2.967607106				
Unc119b	0.55683433	29.18955911	2.958333333				
Chchd4	0.52328214	31.84540978	2.957983193				
Preb	0.40167952	0.8782834	2.957662493				
Ruvbl2	0.74705896	14.44011353	2.955882353				
Tsg101	1.08556476	296.514074	2.954761905				
Clptm1l	1.42555996	3.76521463	2.954081633				
Rpia	0.32813796	2.31252228	2.953488372				
Rnasek	2.00495468	447.578283	2.953125				
Lhfpl2	0.737985447	238.4007	2.952083333				
Utp15	0.55900194	8.62619843	2.952083333				
Tmem183a	0.6027981	3.57059698	2.951219512				
Atad2b	0.24394159	69.46172621	2.951149425				
Usp48	0.18541312	0.79288407	2.949494949				
Rab18	1.44491532	20.76255489	2.949019608				
Dnpep	1.37038975	169.9180031	2.947368421				
Ufc1	1.35294402	21.29935955	2.947368421				
Mrps14	0.21532593	0.6850863	2.942857143				
Ccdc71	0.423828203	153.871105	2.942583732				
Akap8	0.51105007	2.17314397	2.942028986				
Wdr55	0.33915642	1.82880511	2.942028986				
Hspbap1	0.14082591	0.22234224	2.941860465				
Ndufaf2	0.5197397	2.9853466	2.941414141				
Zc3h14	0.69476281	4.92951925	2.934895833				
Ppie	0.57463712	2.28352825	2.933823529				
Ndor1	0.29606823	1.04838027	2.933786078				
Pxn	0.72752304	160.1030861	2.933333333				
Hsph1	0.90787185	6.05513691	2.931677019				
Lrrc1	0.39298967	31.79769061	2.931677019				
Kifc3	0.35010445	80.85147666	2.931428571				
Cdc14b	0.184341863	111.386249	2.931034483				
Pelp1	0.65454083	102.9696315	2.925714286				
Ptges	0.51256804	6.0126871	2.925714286				
2310009B15Rik	0.0917285	0.73354678	2.925				
Tbl3	0.66592389	3.66409613	2.924731183				
Clcc1	0.36560936	41.64373337	2.924403183				
Eif4b	1.25020164	301.963146	2.923351159				
Golga1	0.30579667	62.88784663	2.923248053				
Mdm2	0.518200037	98.3037508	2.922978177				
Wdr18	1.12677461	10.11901454	2.921921922				
Rab14	0.77322932	2.10937637	2.921602787				
Rpain	0.53491784	89.04217171	2.920095408				
Xpo6	0.55340414	172.2893375	2.920095408				
Rpp40	0.22055741	30.12517963	2.92				
Ugp2	1.20184392	473.076049	2.919354839				
Rnpepl1	0.51639541	71.88329433	2.918220947				
Tinagl1	0.47215369	23.51550858	2.916223404				
Cyb5b	1.81725167	178.1900712	2.914529915				
Mavs	0.64490527	156.5131509	2.914285714				
Pck2	0.38895774	1.91352484	2.912087912				
Rabep2	0.39115595	1.45479516	2.911194497				
Asah1	1.81817924	74.22263689	2.909090909				
Snhg12	0.49628362	1.87924537	2.906976744				
Ppig	0.595258832	175.570879	2.906432749				
Htra1	0.431260547	97.9290673	2.906403941				
Pcsk6	0.10625523	0.79965153	2.906122449				
U2af1l4	1.66142894	410.5009934	2.905009759				
Acsl1	0.097414707	43.1259489	2.904761905				
Adam9	1.45172611	45.17491785	2.900641026				
Chd9	0.42052418	2.81263237	2.900390625				
Nuak1	0.29043525	5.15311482	2.899665552				
2810004N23Rik	0.62461381	4.591024	2.898701299				
Foxred1	0.1285655	0.47907388	2.896551724				
Pdlim2	0.35918663	5.13721784	2.895333333				
Scarb1	0.52624921	31.00605625	2.894736842				
Map3k2	0.71360477	19.91085473	2.894603175				
Klf4	0.66376608	19.02495643	2.893314367				
Ssna1	0.81442763	53.07817734	2.892361111				
9630033F20Rik	0.45322003	6.70602539	2.890322581				
Btf3	0.15282564	0.31165715	2.89021164				
Dym	0.2617672	1.43016053	2.889434889				
Sel1l	0.87487617	135.7355556	2.889434889				
Dbt	0.36041996	0.65313388	2.888888889				
Zswim6	0.17426019	30.29180912	2.888888889				
Fert2	0.39380855	1.95952489	2.888318357				
Cyb5r1	0.727085581	304.108773	2.887989204				
Eif2b5	0.55062279	4.15490751	2.886046512				
Mccc1	0.42635192	2.78521203	2.885714286				
Nip7	0.65785729	2.09262605	2.883040936				
Ppp1r2	0.54050055	5.16031208	2.882694541				
Ncor1	0.49210188	1.20710502	2.879367172				
Coq4	0.29675305	2.54596722	2.87755102				
Gas6	0.633328969	110.923318	2.875236295				
Ets2	0.11301208	0.24670903	2.875132275				
Morn2	0.367220916	393.274943	2.875132275				
Tle1	0.264052621	82.885374	2.873563218				
Gpatch8	0.20220183	1.56051404	2.872807018				
Cbx1	0.07975581	0.93218471	2.871657754				
Atl2	0.20264192	1.82743091	2.87047619				
Got2	1.4538696	238.0392518	2.87037037				
Pigk	0.93218384	15.34325138	2.869062901				
Snx19	0.54506738	33.8987081	2.867477204				
Bnip3l	0.86454896	3.04995396	2.866666667				
Lrig3	0.25020147	2.06089842	2.866666667				
Plod1	0.68627724	3.24839922	2.866666667				
Utp11l	1.01266626	3.82530357	2.866666667				
F2r	1.22559953	206.5517206	2.866400798				
Mapkbp1	0.34540614	93.8495638	2.861764706				
Scd2	0.63666351	2.11867103	2.861764706				
Tmem43	1.05722426	209.6776406	2.861751152				
Ndufa5	1.4891685	23.11905196	2.861111111				
Slc22a17	0.213656945	92.4017755	2.859582543				
Rnf215	0.30078837	8.39183164	2.858505564				
Thrap3	0.21577466	1.87304419	2.857988166				
Zfp639	0.35795238	31.68689674	2.857142857				
Phrf1	0.83373579	93.73096501	2.85546416				
Gins4	0.06802354	0.08209919	2.85380117				
Rps19bp1	0.79136851	3.53300863	2.853658537				
Pdcd2l	0.4158512	6.67487136	2.851851852				
Hspa14	0.75598089	13.219482	2.85				
Wdr34	0.37619438	6.97242394	2.85				
Rangap1	0.43094868	4.72558297	2.848214286				
Tmem199	0.75210935	57.33871937	2.848214286				
Dnajc1	0.96122705	161.8993529	2.844919786				
Ppp2r3a	0.27889102	2.6329486	2.843137255				
Dpy30	1.03743047	359.34353	2.842881944				
Ppp3cb	0.37232993	1.81016701	2.842105263				
Yipf2	0.23080272	14.80343155	2.83908046				
Prmt10	0.44138059	8.31178905	2.836879433				
Prkab1	0.67949803	62.80639707	2.836151603				
1810037I17Rik	1.17564521	68.39942653	2.835648148				
Abcf3	0.21783404	0.61954305	2.834224599				
